,index,smiles,ligand,docking_score_min
0,97761,C[C@H](CN1C=C(N=N1)C1=CC2=CC=CC=C2N=C1)NC(=O)C1=CN=C2C=CNC=C2C1=O,m_274860____15234926____15229938____12536678_S0_T0,-11.7
1,70876,CN1C2=C(N=C(NCC3=CC=CC(OC4=CC=CC5=CC=CC=C45)=C3)N2)C([O-])=NC1=O,s_27____9982960____1324328_S0_T2,-11.8
2,83654,FC(F)(C1=NC(=NO1)C1=C2C=CC=CN2N=C1)C1=CC=CC2=CC=CC=C12,m_270196____13596856____16485038_S0_T0,-11.7
3,15391,ClC1=C(NC(=O)C2=CC=C(O2)C2=CC=CC3=CC=CC=C23)C=CC2=NNC=C12,s_22____14260660____16784258_S0_T0,-12.1
4,88810,O1N=C(N=C1C1=CN=C2C=CSC2=C1)C1=CC=CC2=CC=CC=C12,s_265764____4558042____6008236_S0_T0,-11.7
5,94613,ClC1=CC(NC(=O)CC2=NOC(=N2)C2=CC3=C(O2)C=CC2=C3C=CC=C2)=CC(Cl)=C1,m_270196____9422808____12211510_S0_T0,-11.7
6,73092,CC1=CC(=CC(N)=N1)C1=NOC(=N1)C1=C(C)C2=CC=CC=C2N=C1Cl,m_270196____13259878____13436002_S0_T0,-11.8
7,80009,OC1=C2C(=NC=C2C(=O)N2CC(C2)N2C=C(N=N2)C2=CC3=CC=CN=C3C=C2)N=CN1,m_276010____17281746____17276070____17280612_S0_T2,-11.8
8,36243,CN1C(=O)C(C)=NC2=CC=C(C=C12)C1=NC(=NO1)C1=CN=CC2=CC=CC=C12,m_270196____8770656____17655040_S0_T0,-11.9
9,10260,FC1=CC=C(NC(=O)[C@H]2CCC3=C2NN=C3)C=C1C1=CN(N=N1)C1=CC=CC2=CN=CC=C12,m_276010____17281774____17269420____17280982_S1_T1,-12.2
10,38083,CC1=CC=CC=C1C1(CC1)C1=NOC(=N1)C1=C2C=C(F)C=CC2=NC(O)=C1,m_270196____13978688____10903752_S0_T1,-11.9
11,82366,ClC1=CC2=CC=CC=C2C(=C1)C1=NC(=NO1)C1=C2NC=CC2=CC=C1,m_270196____19121992____12054180_S0_T1,-11.7
12,83520,C[C@@H](NC(=O)C1=C(NN=C1)C1=CC2=CC=CC=C2O1)C1=CN(N=N1)C1=CC=CC(F)=C1C,m_276010____17282262____17261484____17280586_S1_T0,-11.7
13,57161,FC(F)(F)C1=CC=CC=C1C1=CC(=NN1)C1=NC(=NO1)C1=CC=NC2=CC=CC=C12,m_270196____13940684____8780850_S0_T0,-11.8
14,23883,CN1C=NC(=C1)C1=CC=C(NC(=O)CC2=COC3=C2C2=C(C=CC=C2)C=C3)C=C1,m_11____18321576____54740_S0_T0,-12.0
15,71571,O=C1C2=CC=CC=C2C2=CC=C(C=C12)C1=NC=C2NN=CC2=C1,s_271570____21604518____15703544_S0_T2,-11.8
16,64611,FC1=CC=C(C=C1)N1C=CC(=O)C(=N1)C1=NC(=NO1)C1(CCC1)C1=CC(F)=CC=C1,m_270196____13207808____8779390_S0_T0,-11.8
17,78389,CC1=NOC2=NC(=CC(C3=NC(=NO3)C3=CC4=CC=CC=C4NC3=O)=C12)C1=CC=CO1,m_270196____16946244____8775216_S0_T0,-11.8
18,80705,CC1(CN(C1)C(=O)C1=NC=CC2=C1NC1=C2C=CC=C1)C1=CN(N=N1)C1=CC=CC=C1,m_276010____17281768____17254920____17280550_S0_T0,-11.8
19,8707,CC1=C(C)N=C(O1)C1=CC=CC(NC(=O)C2=C3NC4=CC=CC=C4C(=O)C3=CC=C2)=C1,s_527____1055008____9406322_S0_T1,-12.3
20,96705,O=C(NC1=CC=CC(=C1)C1=NNC(=O)C=C1)C1=CC=C2N=C(OC2=C1)C1=CC=CC=C1,s_11____2306644____9580420_S0_T1,-11.7
21,14750,NC1=CC2=CC=CC=C2C(=C1)C(=O)NC1=CC(CNC(=O)C2=NC=CC3=NNN=C23)=CC=C1,m_275592____20495474____18930866____15859498_S0_T2,-12.1
22,41453,OC1=CC=C(C=C1C1=NC(=NO1)C1=CN(C(F)F)C2=CC=CC=C12)C1=CC=C(F)C=C1,m_270196____11403542____19892998_S0_T2,-11.9
23,40789,O[C@H](C(=O)NC1=CC=CC(NC(=O)C2=CC=C3C=CNC3=C2)=C1)C1=CC2=CC=CC=C2C=C1,m_275592____18961462____18928822____14134212_S0_T0,-11.9
24,56036,CC1=C(C)C2=C(C)C(NC(=O)NC3=CC(=NN3)C3=CC4=CC=CC=C4S3)=CC=C2N1,m_2430____16981400____10902480_S0_T1,-11.8
25,59055,O=C(CCC1=CC=CC2=CC=CC=C12)NC1=NC2=C(S1)C=CC1=C2C=CC=C1,s_11____52127____12546952_S0_T0,-11.8
26,55178,CC(C)(NC(=O)C1=NC2=NC(=O)C3=CC=CC=C3N2[N-]1)C1=CC=CC(=C1)C1=N[N-]N=N1,m_280130____17857688____18335796_S0_T0,-11.8
27,1067,O=C1\C(CC2=C3C(C=CC=C13)=CC=C2)=C/C1=CC=CC(=C1)C1=CC=CC=N1,m_6____12615988____7641130_S1_T0,-12.7
28,4352,O=C(NC1=CC=CC=C1)C1=CC=C(NC(=O)C2=C3NC4=CC=CC=C4C(=O)C3=CC=C2)C=C1,s_22____2263334____9406320_S0_T1,-12.4
29,1537,CC1=CC=CC2=CC=CC(C(=O)NC3=CC(NC(=O)C4=C(OC=N4)C4=CC=CO4)=CC=C3)=C12,m_275592____18961462____18921260____15864106_S0_T0,-12.6
30,66322,CC1=NN=C2C[C@H](CCN12)C1=NC(=NO1)C1=CC=CC2=CC=CC=C12,s_265764____4558042____19876246_S1_T0,-11.8
31,4718,O=C1NC=C2C(C=CC=C2C2=NC(=NO2)C2=NC=CC3=C2CCCC3)=C1,m_270196____13143778____12212210_S0_T0,-12.4
32,2912,CC1(CN(C1)C(=O)C1=CC=C2N=CC(=O)NC2=C1)C1=CN(N=N1)C1=CC=CC2=CC=CC=C12,m_276010____17282136____17274664____17280550_S0_T0,-12.5
33,55269,FC(F)N1C=CC2=C(C=CC=C12)C1=NOC(=N1)C1=C2C(NC=NC2=O)=N[N-]1,m_270196____11244144____15477874_S0_T4,-11.8
34,49103,OC1(CN(C1)C(=O)C1=C2C=CC=CN2N=N1)C1=CN(N=N1)C1=CC=CC2=NC=CC=C12,m_276010____17281736____17261200____17280376_S0_T0,-11.9
35,89359,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C(=O)NC1=CC2=CC=CC=C2C(Br)=C1,m_11____13027496____54540_S0_T0,-11.7
36,92929,COC1=CC=NC2=C(NC(=O)C3=CC=C(O3)C3=CC=CC4=CC=CC=C34)C=CC=C12,s_22____8126690____16784258_S0_T0,-11.7
37,43340,O=C1C[C@@H](CN1C1=CC=CC2=CC=CC=C12)C1=NC(=NO1)C1=C2C=CN=C2NC=C1,m_270196____10804386____8779990_S0_T0,-11.9
38,52625,C[C@H]1N(CCC2=C1NC1=CC=CC=C21)C(=O)C1=CC=C(NC2=NC=NC3=CC=CC=C23)C=C1,s_22____2026710____16784022_S0_T0,-11.9
39,80754,FC1=CC=C2NC(=O)C=C(C(=O)NC3=C4C=CNC=C4N=N3)C2=C1,s_11____15479278____5350554_S0_T1,-11.8
40,13963,FC1=CC2=C(C(=CN=C2C=C1)C1=NC(=NO1)C1=CC=CC(=N1)N1C=CN=C1)C(F)(F)F,m_270196____8770868____14053146_S0_T0,-12.2
41,17264,[O-]C1=CC=C(N=C1[N+]([O-])=O)C1=CC=C2CC3=CC=CC=C3C2=C1,s_271570____13259192____21750686_S0_T0,-12.1
42,57989,OC1=NC2=C(C=NN2C2=CC=CC=C12)C(=O)[N-]NC(=O)C1=CC=CC2=CC=CN=C12,s_527____2335090____1000750_S0_T1,-11.8
43,86795,ClC1=CC=C(CC2=CN(CC3=NOC(=C3)C3=CC4=CC=CC=C4C=C3)N=N2)C=C1,m_274090____14181332____18239318_S0_T0,-11.7
44,77677,CN1C=NC2=CC=C(C=C2C1=O)C1=NC(=NO1)C1=CC2=C(CCC2)NC1=O,m_270196____13074326____15614454_S0_T0,-11.8
45,23967,ClC1=CC=CC2=C1CC[C@H]2N1C=C(N=N1)C1=CSC(=N1)C1=CC=CC2=CC=CC=C12,m_274972____12934354____12615770____14056464_S0_T0,-12.0
46,73314,OC1=CC=C(F)C(=N1)C1=NOC(=N1)C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F,m_270196____17653392____20840970_S0_T3,-11.8
47,24061,CC1=CC=CC=C1C1=CN=C(NC(=O)C2=NC3=C(C=CC4=C3C=CC=C4)C=C2)S1,m_22____6508998____21203068_S0_T0,-12.0
48,51115,O=C(NCC1=CN2C=CN=C2N=C1)C1=NN2C(NC(=O)C3=CC=CC=C23)=N1,m_527____10428076____18335778_S0_T2,-11.9
49,32294,OC1=NN=C(N1CC(=O)C1=CC=C2CC3=CC=CC=C3C2=C1)C1=CC=CC=N1,s_7____10150460____5501_S0_T1,-12.0
50,26234,BrC1=CC=C2NC(=O)C(=CC2=C1)C1=NOC(=N1)C1=C2OC(=O)NC2=CC=C1,m_270196____17653478____8784212_S0_T1,-12.0
51,99039,CN1C=CC(=N1)C1=C(C=NN1)C(=O)NC1=CC(=CC=C1)C1=CC=CC=C1C,m_22____20650832____14644212_S0_T1,-11.7
52,20960,O=C([N-]S(=O)(=O)C1=CC=CC2=CC=CC=C12)C1=CC=CC2=C1OC1=C2C=CC=C1,s_2740____9154272____19892942_S0_T0,-12.1
53,82540,FC(F)(C1=NOC(=N1)C1=NC2=NC(=O)C3=CC=CC=C3N2[N-]1)C1=CC=C(Cl)C=C1,m_270196____8770234____18335786_S0_T0,-11.7
54,44751,O=C1N=C2[N-]C(=NN2C2=CC=CC=C12)C1=NC(=NO1)C1=CC=NC2=CC=NN12,m_270196____10300750____18335786_S0_T0,-11.9
55,5056,O=C1NCCOC2=CC=C(C=C12)C1=NC(=NO1)C1=CC=NC2=CC=CC=C12,m_270196____13940684____13263700_S0_T0,-12.4
56,14407,OC1=NC2=CC(=CC=C2O1)C1=CC=C2CC3=CC=CC=C3C2=C1,m_271570____15409762____13465786_S0_T0,-12.2
57,72096,O=C1CC[C@@H](CC2=NC(CC3=NN=CN3C3=CC=CC=C3)=NO2)C2=CC=CC=C12,m_270196____9423466____21039488_S1_T1,-11.8
58,43657,FC1=CC=CC(=C1)C1(CCC1)C1=NOC(=N1)C1=CC=CN2C(=O)NN=C12,m_270196____13207808____8845322_S0_T1,-11.9
59,68432,CC1=NC=CC(=N1)C1=NOC(=N1)C1=CC2=C(OC1)C=CC1=CC=CC=C21,m_270196____8770928____16527436_S0_T0,-11.8
60,5241,CN1C2=NN=C(CN3N=C(C=CC3=O)C3=CC=CC4=CC=CC=C34)N2C2=CC=CC=C2C1=O,s_7____18317376____103963_S0_T0,-12.4
61,66993,FC1=CC2=C(C=C1F)N(CC1=NN=C(O1)C1=CC=CC3=CC=CC=C13)C(=O)C=N2,s_7____4509110____12427744_S0_T0,-11.8
62,68827,O=C(N1CC[C@@H](C1)C1=CN(N=N1)C1=CC=CC2=CN=CC=C12)C1=C(OC=N1)C1=CC=CC=C1,m_276010____17281774____17278974____17280728_S0_T0,-11.8
63,39405,CC1=C(C=C2[NH+]=C(N)NC2=C1)C1=CC=C(O1)C1=CC=CC=C1C(F)(F)F,s_271570____9176386____16463732_S0_T0,-11.9
64,30119,C[C@@H](NC(=O)C1=NC2=C(C=CC3=C2C=CC=C3)C=C1)C1=NC(=NO1)C1=CC=CC(F)=C1,m_22____6287528____21203068_S1_T0,-12.0
65,15054,C[C@@H](NC(=O)C1=C2C=CC=C(C)C2=NN1)C1=CN(N=N1)C1=CC=CC2=CC=CC=C12,m_276010____17282136____17278694____17280586_S0_T0,-12.1
66,73205,FC1=CC(Br)=CC=C1NC(=O)C1=CC=C(O1)C1=CC=CC2=CC=CC=C12,s_22____57904____16784258_S0_T0,-11.8
67,18334,CC1=CN2C=C(C=CC2=C1)C1=NOC(=N1)C1=C(C)N(N=N1)C1=CC=CC2=CC=CN=C12,m_270196____15608722____8779364_S0_T0,-12.1
68,83228,OC1=NC2=NC=CC=C2C(=C1)C1=NC(=NO1)C1(CCC1)C1=CC(F)=CC=C1,m_270196____13207808____15477860_S0_T2,-11.7
69,94472,CN(C(=O)C1=CC2=C(F)C=CC(F)=C2N=C1)C1=CC2=CC=CC=C2N=C1,s_11____6439002____10548548_S0_T0,-11.7
70,82933,O=C(NC1=NN(N=C1)C1=CC=CN=C1)C1=CC=CC=C1OC1=CC=CC=C1C1=N[N-]N=N1,m_280130____17956976____17857472_S0_T1,-11.7
71,41026,CC1=NN(C=C1)C1=CC=NC(=N1)C(=O)NC1=CC2=C(OC3=C2C=CC=C3)C=C1,s_11____51559____16890104_S0_T0,-11.9
72,6096,NC1=NC=C(C2=CC=C3CC4=CC=CC=C4C3=C2)C2=CC=CC=C12,s_271570____13259192____14924676_S0_T0,-12.3
73,93732,C[C@H](C(=O)NC1=CC=CC(NC(=O)C2=CC3=NC=CC=C3C=C2)=C1)C1=CNC2=CC=CC=C12,m_275592____18961462____18929490____14131052_S0_T0,-11.7
74,90066,CC1=CC=CC2=C1CCN2C(=O)C1=CN=CC(NC2=CC3=CC=CC=C3C=C2)=C1,s_22____12527884____21060318_S0_T0,-11.7
75,80314,NC1=NC2=CC=CC=C2C(=C1)C1=NOC(CN2C=NC3=CC=C(F)C=C3C2=O)=N1,m_270196____13259904____8777008_S0_T0,-11.8
76,40383,ClC1=CC=CC2=CC=C(N=C12)C1=NC(=NO1)C1=NC=CC2=CC=CC=C12,s_265764____4903266____19628540_S0_T0,-11.9
77,55288,NC1=CC=CC2=CC(=CN=C12)C(=O)NN1C(=O)[NH+]=C2C=CC=CC2=C1[O-],s_240690____21573372____20642386_S0_T2,-11.8
78,21611,CC1=NC2=C(C=NN2C(C)=C1)C1=NOC(CC2=CC3=C(O2)C=CC2=C3C=CC=C2)=N1,s_265764____4557940____7763736_S0_T0,-12.1
79,72660,C(C1=NC(=NO1)[C@H]1CCCC2=CC=CC=C12)C1=CC=CC2=C1NC1=C2C=CC=C1,m_270196____8769758____16911056_S0_T0,-11.8
80,3265,O=C1C=CC(=NN1CC1=CC(=O)N2C=CC=CC2=N1)C1=CC=CC2=CC=CC=C12,s_7____18317376____128828_S0_T0,-12.5
81,55819,CC1=CC=CC2=C1N=C1N=C(NNC(=O)C3=NN(C(=O)C=C3)C3=CC=CC=C3F)N[NH+]=C21,s_22____21212362____7964640_S0_T1,-11.8
82,68610,CCC1=C(NC(=O)C2=NNC3=CC=CN=C23)C2=CC=CN=C2C=C1,s_22____20973276____21203424_S0_T2,-11.8
83,25778,CC1=CC(=O)N2N=CC(=C2N1)C1=NOC(=N1)C1(CC1)C1=CC=NC2=CC=CC=C12,m_270196____16887974____12523148_S0_T0,-12.0
84,27753,FC(F)(F)C1=C(NC(=O)C2=CC=CC3=C2OC2=C3C=CC=C2)C=NN1C1=CC=CC=C1,m_11____8623824____19892934_S0_T0,-12.0
85,40367,CC1=CC=CC(=N1)C1=NC=CC(NC(=O)CC2=CC3=C(O2)C=CC2=C3C=CC=C2)=N1,s_11____15259118____7763722_S0_T0,-11.9
86,14452,ClC1=CC=CC2=CC=CC(NC(=O)C3=CC=C4C(=O)NNC(=O)C4=C3)=C12,s_22____20906824____9598346_S0_T3,-12.2
87,20000,CC1=NC2=CC=C(NC(=O)CC3C4=CC=CC=C4C4=CC=CC=C34)C=C2C(=O)N1,s_22____15545392____20854500_S0_T0,-12.1
88,25094,FC1=CC2=CC=CC=C2C(=C1)C(=O)NC1=CC(NC(=O)C2=CC=CC3=NNN=C23)=CC=C1,m_275592____18961462____14138582____19064492_S0_T0,-12.0
89,61056,CC1=NC2=CC=C(F)C=C2C(=C1)C(=O)NC1=CC2=C(OC3=C2C=CC=C3)C=C1,s_11____51559____16971460_S0_T0,-11.8
90,63272,CC(C)(C1=NC(=NO1)C1=CNC2=NC(Br)=CC=C12)C1=CC=C(F)C=C1F,m_270196____17567830____12892440_S0_T2,-11.8
91,56221,[O-]C1=C(C=NC2=NC=NN12)C1=NOC(=N1)C1=CC2=CC=CC=C2C(=C1)[N+]([O-])=O,m_270196____12053566____15611902_S0_T3,-11.8
92,71715,CC1=C(OC(=O)C2=CC=CC=C12)C(=O)NCC1=CC=CC(OC2=CC=CC3=CC=CC=C23)=C1,s_11____9982954____11759832_S0_T0,-11.8
93,97604,C(C1=NOC(=C1)C1=CC=CO1)C1=NOC(=N1)[C@H]1[C@H]2C[C@H](C2)C2=CC=CC=C12,m_270196____16608726____16734174_S1_T0,-11.7
94,9676,O=C(NC1=CC=C2NC(=O)OC2=C1)C1=CC=C(O1)C1=CC=CC2=CC=CN=C12,m_22____17796652____21204864_S0_T1,-12.2
95,36073,[O-]C1=C2C=CC=CC2=C(N=N1)C(=O)N1CC(C1)N1C=C(N=N1)C1=CC2=CC=CN=C2C=C1,m_276010____17281746____17265572____17280612_S0_T0,-11.9
96,44578,O=C(NC1=C2NN=CC2=NC=C1)C1=CC2=C(N1)C=CC1=C2C=CC=C1,m_22____18180890____508498_S0_T2,-11.9
97,20119,CC1=CC=NC(NC2=CC=CC(=C2)C2=NC(=NO2)C2(CCC2)C2=CC(F)=CC=C2)=N1,m_270196____13207808____12219910_S0_T0,-12.1
98,19901,O=C(CSC1=CC=C2C3=CC=CC=C3C(=O)C3=C2C1=CC=C3)NC1=C2OC=CC2=CC=C1,s_22____20906856____21528886_S0_T0,-12.1
99,2080,FC1=CC=C2NC3=C(CCN(C3)C(=O)C3=CC=C(O3)C3=CC=CC4=CC=CC=C34)C2=C1,m_22____19263230____16784258_S0_T0,-12.6
100,91044,CC1=CNC2=CC=C(NC(=O)C3=CC(=O)C4=CC=CC=C4N3)C=C12,s_22____12215886____138882_S0_T1,-11.7
101,47416,[O-]C1=CC(=O)OC2=CC=C(NC(=O)C3=CC4=C(O3)C=CC3=C4C=CC=C3)C=C12,s_22____18313748____12211500_S0_T0,-11.9
102,91642,CC1=NC(=CS1)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC(=O)NC2=C1CCCC2,m_270196____8770666____13423222_S0_T0,-11.7
103,20045,O=C(NC1=NN(C=C1)C1=CC=CC=C1)C1=CSC(=N1)C1=CC=CC2=CC=CC=C12,s_11____12109064____8366190_S0_T0,-12.1
104,11280,O=C(CCCC1=CC=C2CC3=CC=CC=C3C2=C1)NC1=NC2=C(C=CC=C2N1)C1=N[N-]N=N1,m_280130____17857300____17887944_S0_T3,-12.2
105,21097,FC(F)C1=CC(F)=CC(=C1)C1=CC2=C(C=C1)C=CC1=C2C=CC=C1,m_271570____19608766____21749638_S0_T0,-12.1
106,68346,CC1=NOC(=O)C2=CC=C(NC(=O)CN3C=C(N=N3)C3=CC=CC4=NC=CC=C34)C=C12,m_274860____15213560____12536600____12656030_S0_T0,-11.8
107,99896,O=C(N1CC2=C(C1)C(=O)N=CN2)C1=CC2=C(NC3=C2C=CC=C3)C=N1,m_22____18686962____20065300_S0_T0,-11.7
108,8529,O=C(N1CC2=CC=CN=C2C1)C1=CC2=C(N1)C=CC1=C2C=CC=C1,s_527____9736234____467466_S0_T0,-12.3
109,29363,FC1=CC2=CC=CC=C2C(=C1)C(=O)NC1=NN=C2C=CNC=C12,m_11____15479240____16915810_S0_T0,-12.0
110,94276,COC1=C(C2=NOC(CNC3=NC4=C(F)C=C(F)C=C4C=N3)=C2)C2=CC=CC=C2C=C1,m_27____8366806____20061090_S0_T0,-11.7
111,75280,CC1=C(SC2=CC=CC(F)=C12)C1=NC(=NO1)C1=C(Cl)N=C2C=CC=CN12,m_270196____9423106____8774492_S0_T0,-11.8
112,19783,BrC1=CC=C2NC(=O)C(=CC2=C1)C1=NOC(=N1)[C@H]1CC=CC2=CC=CC=C12,m_270196____17653478____15260312_S1_T0,-12.1
113,8622,O=C(NC1=CC2=C(C=C1)C1=C(O2)C=CC=C1)N1CC2=C(C1)N(N=C2)C1=CC=CC=C1,s_2430____804102____10565864_S0_T0,-12.3
114,46447,C[C@]1(CCOC2=CC=CC=C12)C1=NC(=NO1)C1=CC=CC2=CC=CC=C12,s_265764____4558042____13264608_S1_T0,-11.9
115,85566,C[C@@](C1=NC(=NO1)C1=CN=CC2=CC=CC=C12)(C1=CC=CC=C1)C(F)(F)F,m_270196____8770656____17784832_S0_T0,-11.7
116,71992,C[C@H](NC(=O)C1=NC2=C(C=C1)C=CC1=C2C=CC=C1)C1=NN=C2N=CC=CN12,m_22____6824750____21203068_S0_T0,-11.8
117,35443,CC1=NC2=CC=C(F)C=C2C(=C1)C(=O)NC1=CC(NC(=O)C2=CC=CN3N=CC=C23)=CC=C1,m_275592____18961462____14141834____19042780_S0_T0,-11.9
118,87916,C[C@H](NC1=NC2=CC(F)=CC(F)=C2C=C1)C1=NN=C2N=CC=CN12,m_27____6824752____16718188_S0_T0,-11.7
119,95832,CC1=CC=CC2=C1N=C1NC(NNC(=O)CC3=CNC4=C(F)C=CC=C34)=NN=C21,s_22____21212362____21290950_S0_T0,-11.7
120,80764,CN1C2=C(C=CC=C2)C2=C1C=CC(=C2)S(=O)(=O)[N-]C(=O)C1=CN=CC2=CN=CC=C12,m_2740____11560860____17833782_S0_T0,-11.8
121,93502,NC1=NC(=O)C2=C(NC(NNC(=O)CC3=CC4=C(O3)C=CC3=C4C=CC=C3)=N2)N1,m_22____8741190____7763724_S0_T2,-11.7
122,48727,FC1=CC=CC=C1N1C=CC(=O)C(=N1)C(=O)NC1=NC=CC2=CC=CC=C12,s_11____15479198____16808406_S0_T0,-11.9
123,50463,CC1=NN=C(N1)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC2=CC=CC=C2C(=O)N1,m_270196____8770866____9422916_S0_T2,-11.9
124,93613,CC1=CC2=C(O)C(=CN=C2C=C1)C1=NOC(=N1)C1=CC(C)=NC2=NC(=NN12)C(F)(F)F,m_270196____16763674____10225580_S0_T2,-11.7
125,3688,CC1=C(N=NN1C1=CC=CC2=CC=CN=C12)C(=O)NC1=NOC2=NC=CC=C12,s_11____15400106____4509710_S0_T0,-12.4
126,55889,C[C@H](CNC(=O)C1=CC(=O)C2=CC=CC=C2O1)N1C=C(N=N1)C1=CN=CC2=CC=CC=C12,m_274860____15234914____15226934____15233762_S0_T0,-11.8
127,48026,O=C(N1CC[C@H](C1)C1=CN(N=N1)C1=CC=CC2=CC=CC=C12)C1=C(NN=C1)C1=CC=CC=C1,m_276010____17282136____17245570____17280728_S1_T0,-11.9
128,28886,C1CC2=CC=CC3=CC=CC([C@H]1NC1=NC=C4N=CNC4=N1)=C23,m_27____13075046____15397812_S0_T0,-12.0
129,24460,FC1=CC2=CC=CC=C2C(=C1)C1=NC(CC2=CC=C3C=NNC3=C2)=NO1,m_270196____9423210____16915822_S0_T1,-12.0
130,91606,O=C(OCC1=CC=NC(=N1)[C@H]1CC2=CC=CC=C2O1)C1=CC2=C(N1)C=CC1=C2C=CC=C1,m_1458____470312____12638758_S1_T0,-11.7
131,1094,FC1=C2SC=C(CN3N=C(C=CC3=O)C3=CC=CC4=CC=CC=C34)C2=CC=C1,s_7____18317376____6888306_S0_T0,-12.7
132,39136,CC1=C(N)C(=NO1)C1=CC=C(F)C(=C1)C1=CC=C(O1)C1=CC=CC=C1C(F)(F)F,m_271570____9176386____21744996_S0_T0,-11.9
133,25394,O=C(N1CC[C@H](C1)N1C=C(N=N1)C1=CC=CC2=CN=CC=C12)C1=CC=CC2=CN=CC=C12,m_274860____15234934____15227360____12656032_S1_T0,-12.0
134,90540,CC1=NNC(=N1)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC2=CC=C(C)N=C12,m_270196____8770866____8781976_S0_T1,-11.7
135,62584,O=C1N=C(NC2=C1C=NN2C1=CC=CC=C1)N1CC(C1)N1C=NC2=CC=CC=C2C1=O,s_27____13764862____4971298_S0_T0,-11.8
136,89547,CC1=C(C2=NC(CC3=CC=C4OCOC4=C3)=NO2)C(=NO1)C1=CC=C(C=C1)C1=CC=CC=C1,m_270196____8769682____13758946_S0_T0,-11.7
137,85344,C1CC2=CC=C(C=C2[C@H]1NC1=CC2=C(N=N1)C1=CC=CC=C1C2)C1=CC=CC=C1,s_27____9048428____16661186_S0_T0,-11.7
138,19308,CC1=C(C(=O)OCC2=NC3=C(C=CC=C3)C3=C2C=CC=C3)C(=O)OC2=CC(F)=CC=C12,s_1458____7109356____485866_S0_T0,-12.1
139,89965,CC1=C2SC=C(C3=NC(=NO3)C3=NC=CC4=CC=CC=C34)C2=CC=C1,m_265764____4903266____20023778_S0_T0,-11.7
140,45293,C1[C@@H](NC2=NC3=CC=CC=C3N3N=NN=C23)[C@@H]1C1=CC=CC2=CC=CC=C12,m_27____18983002____13138198_S0_T0,-11.9
141,54054,FC1=CC=CC2=CC(=CN=C12)C1=NOC(=N1)C1=C2CCCCC2=NNC1=O,m_270196____16763750____15718492_S0_T1,-11.8
142,21783,ClC1=NC2=C(OC3=C2C=CC=C3)C(=N1)N1CCC[C@H](C1)C1=NNC(=N1)C1=CC=CC=C1,m_27____8665678____16930760_S1_T2,-12.1
143,33091,O=C1CCCC2=C1C(=CO2)C1=NC(=NO1)C1=CC=C2NC3=CC=CC=C3OC2=C1,m_270196____17567838____17754984_S0_T1,-12.0
144,95361,FC1=CC=CC=C1C1=CN=CC(=C1)C1=NC(COC2=CC=CC3=CC=CC=C23)=NO1,s_265764____14781284____14776518_S0_T0,-11.7
145,32210,COC1=CC=CC2=C1C(=O)C(=CO2)C1=CC=C2C3=CC=CC=C3C(=O)C2=C1,m_271570____21604518____21744602_S0_T0,-12.0
146,26082,CC1=CC=CC2=C3N[NH+]=C(NNC(=O)C4=CC(=O)C5=C(O)C=CC=C5O4)N=C3N=C12,s_22____21212362____16465928_S0_T2,-12.0
147,18951,ClC1=CN2C=C(CC(=O)NC3=NC4=C(S3)C=CC3=C4C=CC=C3)N=C2C(Cl)=C1,s_11____52127____2538378_S0_T0,-12.1
148,38573,CC1=CC2=CC=CC=C2C(NC(=O)C2=CC(C)=C3N=NNC3=C2)=N1,m_527____15503914____15505154_S0_T1,-11.9
149,92425,FC1=CC=C2OC(=CC(=O)C2=C1)C(=O)NC1=CC=CC(=C1)C1=NOC(=O)[N-]1,s_11____2834298____55582_S0_T2,-11.7
150,70370,FC1=CC=CC(NC2=NC(=CS2)C2=CN(N=N2)C2=CC=CC3=C2CCCC3)=C1F,m_274972____12934328____12615770____13046606_S0_T0,-11.8
151,197,O=C(N1CCC[C@@H]1C1=CN(N=N1)C1=CC=CC2=CC=CC=C12)C1=CN=C2C=CC=CN2C1=O,m_276010____17282136____17270020____17281216_S0_T0,-13.0
152,40458,FC1=CC2=CC=CN=C2C(=C1)C1=NC(=NO1)C1=CC=C2N=CNC(=O)C2=C1,m_270196____8770924____8784762_S0_T1,-11.9
153,14377,FC1=CC=C2NC(=O)C=C(C3=NC(=NO3)C3=C4C=CC=C(Br)C4=CC=N3)C2=C1,m_270196____13422498____10903752_S0_T0,-12.2
154,92890,O=C(NC1=CC=C2OC3=CC=CC=C3C(=O)C2=C1)C1=NOC=C1C1=CC=CC=C1,m_11____8157598____20904518_S0_T0,-11.7
155,41369,FC1=CC=C2NN=C(C(=O)NC3=CC=C4N=C(NC4=C3)C3=CC(F)=CC=C3F)C2=C1,s_527____924814____14523908_S0_T1,-11.9
156,63046,C1C[C@H](C2=NOC(=N2)C2=CC=CN3N=CC=C23)C2=CC=CC=C2C1,s_265764____8633570____12899754_S0_T0,-11.8
157,13530,CC1=C2C=C(C=NC2=NN1)C(=O)N1CC(C1)N1C=C(N=N1)C1=CN=CC2=CC=CC=C12,m_276010____17281746____17248416____17280448_S0_T2,-12.2
