,index,smiles,ligand,docking_score_min
316,10870,C1[C@H]2C[C@@H]1C1=CC=CC=C1[C@H]2C1=NC(=NO1)C1=C2C=CNC2=CC=C1,m_270196____8770006____16734174_S2_T0,-12.2
317,41498,O=C(NC1=CN=C2CCCCC2=C1)C1=CC=C(C=C1)C1=CC=CC2=CC=CN=C12,m_11____8634810____10154858_S0_T0,-11.9
318,94527,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C(=O)OC1=CC2=NC=CC=C2C=C1,s_276436____14081394____14086510_S0_T0,-11.7
319,52499,C[C@@H](C(=O)N(C)C1=NC2=CC=CC=C2O1)C1=CC=CC2=CC=CC=C12,s_11____258016____15613440_S1_T0,-11.9
320,34551,O=C(NN1C=NC2=CC=CC=C2C1=O)C1=CC=C(C=C1)C1=CC=CC2=CC=CN=C12,s_11____53393____10154858_S0_T1,-12.0
321,72140,N1C=C2C(C=NC=C2C2=CC3=C(OC4=C3C=CC=C4)C=C2)=N1,s_271570____9176216____21750152_S0_T0,-11.8
322,10213,CN1C(NC2=CC=CC=C2C1=O)=NNC(=O)C1=NC2=NC(=O)C3=CC=CC=C3N2[N-]1,m_527____4858478____18335778_S0_T3,-12.2
323,71748,CN1C(CNC(=O)C2=C(C)N(N=N2)C2=CC=CC3=NC=CC=C23)=NC2=CC=CC(C)=C12,s_527____7115030____4433532_S0_T0,-11.8
324,75837,O=C(NC1=CC=CC=C1)NC1=CC(=CC=C1)C1=NOC(=N1)C1=CC=CC2=C1CCC2,m_270196____8769662____15345500_S0_T0,-11.8
325,30287,FC(F)(C(=O)NC1=NC=C2NN=CC2=N1)C1=CC=CC2=CC=CC=C12,m_11____18719946____16485028_S0_T3,-12.0
326,87753,C[C@H](N1C=C(N=N1)C1=CC=CC=C1C(C)=O)C1=NN=C(O1)C1=CC2=CC=CC=C2C=C1,s_274090____12940830____12385918_S1_T1,-11.7
327,49818,O=C(NC1=CN=C2C=CC=CN2C1=O)C1=CSC(=N1)C1=CC=CC2=CC=CC=C12,s_22____21018862____8366192_S0_T0,-11.9
328,81054,CC1=CC=CC2=C3N[NH+]=C(NNC(=O)C4=CC5=CC=CC(Br)=C5O4)N=C3N=C12,s_22____21212362____730508_S0_T2,-11.8
329,13409,C1OC2=CC=C(C=C2O1)C1=CC(=NN1)C1=CC(=CC=C1)C1=CC=CC2=C1OC1=C2C=CC=C1,m_271570____20995876____15064312_S0_T0,-12.2
330,77930,O1N=C(N=C1C1=CC=C(C=C1)N1C=CC2=CC=CC=C12)C1=CN2C=CC=CC2=N1,m_270196____20990310____16657758_S0_T0,-11.8
331,92737,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C(=O)NCCN1N=NC2=CC=CC=C12,s_11____15726394____54540_S0_T0,-11.7
332,42163,O=C(NN1C=NC2=C(C3=C(CCC3)S2)C1=O)C1=CC=C(C=C1)N1C=CC2=CC=CC=C12,m_527____154278____16657750_S0_T1,-11.9
333,54286,CN1C=NC2=CC(=CC=C12)S(=O)(=O)OC1=C(C)C2=C(C=C1)C1=CC=CC=C1C(=O)O2,s_40____15065148____7115356_S0_T0,-11.8
334,46795,O=C1N2N=CNC2=NC=C1C1=NOC(=N1)C1=CC=NC2=CC=CC=C12,m_270196____12053566____8784650_S0_T2,-11.9
335,85058,CC1=C(Br)N2C=C(C=CC2=C1)C1=NOC(=N1)C1=CC2=CC=CC=C2C=C1O,m_270196____15608744____8785436_S0_T2,-11.7
336,96715,FC1=C(C=C2OC=CC2=C1)C1=CC=C2C(CC3=CC=CC=C23)=C1,m_271570____13890264____11652106_S0_T0,-11.7
337,68951,ClC1=CC(=CC=C1C1=NC(=NO1)C1=CC(=O)NC=C1)N1N=CC2=CC=CC=C12,m_270196____12129706____10225656_S0_T0,-11.8
338,93778,C1C[C@H](C2=NC(=NO2)C2=CC(=CC=N2)N2C=CC=N2)C2=CC=CN=C2C1,m_270196____11758410____15613152_S0_T0,-11.7
339,100260,Fc(cccc1)c1-c(ncc(c1n2)c(N3CC(CC4)NC4C3)nc2OCC2(CCC3)N3CCC2)c1F,,
340,27126,OC1=C(C2=NC(=NO2)C2=CC=C3SC=C(Br)C3=C2)C2=CC=CC=C2C=C1,m_270196____11678836____15477796_S0_T2,-12.0
341,13133,CC1=NC2=C(C=CC=C2C=C1)C(=O)NC1=C2N=C(NC2=NC=N1)C1=CC=CC=C1,m_11____18357374____5535348_S0_T3,-12.2
342,63258,FC1=CC=C2OC=C(C2=C1)C1=CC2=C(OC3=C2C=CC=C3)C=C1,m_271570____9176216____21744110_S0_T0,-11.8
343,27845,[N-]1N=NC2=CC=NC(=C12)C1=NC(=NO1)C1=CC=CC2=CC=CC=C12,m_265764____4558042____16480226_S0_T1,-12.0
344,100566,CCC1=C(F)C=CC2=C1C(N1CCC3=C(C1)N=C(OCC14CCCN1C[C@H](F)C4)N=C3N1CC3C=CC(C1)N3)=CC=C2,,
345,97897,CC1=NN(C(C)=C1)C1=CC=CC=C1C1=NC(=NO1)C1=CC=C(C=C1)N1C=NC2=CC=CC=C12,m_270196____8770404____18236126_S0_T0,-11.7
346,59799,CN1C([S-])=[NH+]C2=CC(=CC=C2C1=O)C1=NC(=NO1)C1=C2C=CNC2=CC=C1,m_270196____8770006____8774584_S0_T1,-11.8
347,23672,[N-]1N=NC(=C1C1=NOC(=N1)C1=CC2=C(O1)C=CC1=C2C=CC=C1)C1=CC=CC=C1,m_270196____13571000____12211510_S0_T2,-12.0
348,40375,O=C(NNC1=CC=CC(=N1)C1=NN=N[N-]1)C1=CC=C2C3=CC=CC=C3C(=O)C2=C1,m_280130____17857486____17868350_S0_T2,-11.9
349,99092,FC1=CC=C2N=CN(CC3=NC(=NO3)C3=CC=CC(=N3)C3=CC=CC=C3)C(=O)C2=C1,m_270196____17567818____8777008_S0_T0,-11.7
350,56136,CN1C(C)=C(C=C1C1=CC=CC=C1)C(=O)NNC1=[NH+]NC2=C3C=CC=C(C)C3=NC2=N1,m_22____21212362____20854708_S0_T3,-11.8
351,14354,[O-][N+](=O)C1=CC=CC2=C(NN=C12)C1=CC=C2CC3=CC=CC=C3C2=C1,s_271570____13259192____21750360_S0_T0,-12.2
352,79519,CC1=C(C2=CC=CC(=C2)C2=C(O)N=C(O)N2)C2=CC=CC=C2C=C1,s_271570____9487628____21749194_S0_T5,-11.8
353,21132,CC1(CN(C1)C(=O)C1=CC=C2C=CN=C2N1)C1=CN(N=N1)C1=CC2=CC=CC=C2C=C1,m_276010____17281868____17244322____17280550_S0_T0,-12.1
354,68219,CN1C(=O)NC2=CC(=CC=C2C1=O)C1=NC(=NO1)C1=CC=CC2=NC=C(O)C=C12,m_270196____13422494____21166824_S0_T2,-11.8
355,20143,CC1=C(C([N-]S(=O)(=O)C2=CN=C3ON=C(C3=C2)C2=CC=CC=C2)=NN1)C1=CC=CC=C1,m_232682____7867008____10336540_S0_T0,-12.1
356,18870,O=C(CN1C=NC2=C(OC3=CC=CC=C23)C1=O)NC1=NC2=C(C=CC=C2N1)C1=N[N-]N=N1,m_280130____17857300____17865586_S0_T3,-12.1
357,4933,CC1=NC2=C(C=CC=C2C=C1)C(=O)N1CC(C1)N1C=C(N=N1)C1=CC2=CC=CC=C2N=C1,m_276010____17281746____17246634____13624426_S0_T0,-12.4
358,41738,CC1=NC=CN1C1=CC=C(CN2C(=O)NC3=CC4=CC=CC=C4C=C3C2=O)C=C1F,s_270192____7717334____17111714_S0_T2,-11.9
359,29488,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C1=NC(=NO1)C1=CC=C(C=C1F)C(F)(F)F,m_270196____13422482____8772848_S0_T0,-12.0
360,41005,CN1C=C(C(=O)NC1=O)C1=CC=C2C3=CC=CC=C3C(=O)C2=C1,s_271570____21604518____16463946_S0_T2,-11.9
361,30689,CC1=CC=C(C2=NC(=NO2)C2=NC=CC3=C2CCCC3)C2=CC=CN=C12,m_270196____13143778____16472988_S0_T0,-12.0
362,41550,CC1=C(NC2=CC=C(F)C=C12)C1=NC(=NO1)C1=NC=CC2=CC=CC=C12,s_265764____4903266____14592544_S0_T0,-11.9
363,6775,OC1=NC2=CC=C(CN3C(=O)NC(=C3[O-])C3=CC=CC4=CC=CC=C34)C=C2O1,m_272104____12157906____13157928_S0_T4,-12.3
364,56957,O=C(NN=C1NC=NC2=C1C=NN2C1=CC=CC=C1)C1=CN=C2NC(=O)NC(=O)C2=C1,s_22____21212344____805838_S0_T0,-11.8
365,90225,O=C(NC1=CC=CC(NC(=O)C2=CC=CC3=CN=CC=C23)=C1)C1=CC=CN=C1N1N=CC=N1,m_275592____18961462____15845158____14129448_S0_T0,-11.7
366,1867,O=C(N1CCC2=C(C1)NNC2=O)C1=CC(=CC=C1)N1C=C(N=N1)C1=CC=CC2=NC=CC=C12,m_274860____17147178____17196388____12656030_S0_T1,-12.6
367,35135,C[C@@H](N(C)C(=O)C1=CNC=C1C1=CN(N=C1)C1=CC=CC=C1)C1=CC=CC2=CC=CC=C12,s_22____8283538____1291388_S0_T0,-12.0
368,40542,NC1=NC2=CC=CC=C2C(=C1)C1=NOC(=N1)C1=C(N=C2C=CC=CN12)C(F)F,m_270196____13259904____12423712_S0_T0,-11.9
369,81743,FC1=CC=C(C=C1)C1=NC(CC2=NC(=NO2)[C@H]2CCCC3=CC=CC=C23)=CO1,s_265764____8633570____4860796_S1_T0,-11.7
370,72766,CCC1=NC=C(C2=NOC(=N2)C2=CC3=C(N2)C=CC2=C3C=CC=C2)C(N)=N1,m_270196____14656254____8775534_S0_T0,-11.8
371,57615,CC1=CC(=O)NC(=N1)C1=CC=CC(OC(=O)C2=C(C)C3=CC=CC=C3C=C2)=C1,m_276436____14078398____15068076_S0_T1,-11.8
372,25404,ClC1=CN(N=C1)C1=CC(=NNC(=O)CC2C3=CC=CC=C3C3=CC=CC=C23)[NH+]=CN1,m_22____21212206____20854500_S0_T1,-12.0
373,62462,CC1=CC(C)=C2NC(C=C(C)C2=C1)=NNC(=O)C1=CC=C(O1)C1=CC=CC2=CC=CN=C12,m_22____21212090____21204864_S0_T0,-11.8
374,31952,O=C1NC2=CC=CC=C2C(=C1)C1=NC(=NO1)C1=CC2=C(CCOC2)NC1=O,m_270196____13074298____10903732_S0_T0,-12.0
375,51160,O=C(N1CC[C@@H](C1)N1C=C(N=N1)C1=CC=CC2=CN=CC=C12)C1=C(C=NN1)C1=CC=CC=C1,m_274860____15234934____17203068____12656032_S0_T0,-11.9
376,78448,FC1=CC=CN2C=C(CNC(=O)C3=NC4=NC(=O)C5=CC=CC=C5N4[N-]3)N=C12,m_527____13587638____18335778_S0_T0,-11.8
377,19611,O=C(NC1(CCC1)C1=NNC(=N1)C1=CC=CS1)C1=NC2=C(C=CC3=C2C=CC=C3)C=C1,m_22____20995864____21203068_S0_T2,-12.1
378,23710,OC1=C2C=CC=C(C(=O)NC3=C4C(Cl)=CC=CC4=CC=C3)C2=CN=N1,m_22____20906824____19626120_S0_T0,-12.0
379,57951,O1N=C(N=C1C1=CSC(=N1)C1=CC=CC2=CC=CC=C12)C1=CC=CC(=N1)N1C=CC=N1,m_270196____8770848____8785096_S0_T0,-11.8
380,97751,O=C(NCC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1)C1=NNC(=O)C2=CC=CC=C12,s_22____20034870____58845_S0_T3,-11.7
381,87320,CC1=NN(C=C1C(=O)NC1=CC=CC2=CC=C(F)C=C12)C1=CC=C(F)C=C1,m_11____18338344____13469316_S0_T0,-11.7
382,61977,FC1=CC(=CC(=C1)C(F)(F)F)C1=NOC(=N1)C1=CN=C2NC=NC(=O)C2=C1,m_270196____11244124____17627700_S0_T0,-11.8
383,88684,NC1=NN=CC(=N1)C1=CC=CC(=C1)C(=O)NCC1=NN=NN1C1=CC=CC2=CC=CC=C12,s_22____17597918____16528762_S0_T0,-11.7
384,40582,C[C@H](C1=NOC(=N1)C1=CN=C2N(C)C(=O)N(C)C(=O)C2=C1)C1=CC=CC2=CC=CC=C12,m_270196____15608728____8780486_S0_T0,-11.9
385,26213,CN(C(=O)C1=CN(CC2=CC=CC=N2)N=N1)C1=NC=CC2=CC=CC=C12,s_11____14523708____6200968_S0_T0,-12.0
386,67763,FC1=CC=C(C=C1)C1=CC=C(C2=NC(=NO2)C2=CC=CC3=CC=CC=C23)C(F)=C1,s_265764____4558042____4565950_S0_T0,-11.8
387,70093,CN1C=CC2=CC=CC(C(=O)N3CCC4=C3C=CC=C4C3=CC=CC=C3)=C12,s_22____8846950____16784186_S0_T0,-11.8
388,34884,CC1=NC2=CC=CC=C2C(=C1)C(=O)N[N-]C(=O)C1=CC=C(O1)C1=CC=CC2=CC=CC=C12,s_22____9736328____16784258_S0_T0,-12.0
389,38075,O=C1NN2C=C(C=[NH+]C2=C1)C1=CC=C2C3=CC=CC=C3C(=O)C2=C1,s_271570____21604518____15493846_S0_T0,-11.9
390,57583,BrC1=CC=CC2=CC=CC(C(=O)NC3=CC=C4N=CNC(=O)C4=C3)=C12,s_11____14753804____10157620_S0_T1,-11.8
391,11416,O=C1N=CNC2=NC=C(C=C12)C1=NC(=NO1)C1=NC=CC2=C1CCCC2,m_270196____13143778____17627700_S0_T0,-12.2
392,40734,CN(CC1=CN(N=N1)C1=CC=CC2=CC=CC=C12)C(=O)C1=CC2=NN=CN2N=C1,m_276010____17282136____17269908____17280374_S0_T0,-11.9
393,23437,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C(=O)NC1=NC2=C(NC=N2)C(=O)N1,s_11____14927814____54540_S0_T0,-12.0
394,28804,FC1=CC2=NNN=C2C=C1NC(=O)CC1=COC2=C1C1=C(C=CC=C1)C=C2,s_22____15545468____60120_S0_T0,-12.0
395,57127,N1C=CC2=C(C=CC=C12)C1=NOC(=N1)C1=CC=CC(=C1)C1=NC2=CC=CC=C2O1,m_270196____8770006____15706126_S0_T0,-11.8
396,53431,C1C[C@@H](C[C@@H](C1)C1=NC2=CC=CC=C2N1)NC1=NC2=CC=CC=C2N2N=NN=C12,m_27____11571072____13138198_S0_T0,-11.9
397,191,CC1=CC2=NC=CN=C2C=C1C(=O)N1CC(O)(C1)C1=CN(N=N1)C1=CC=CC2=CC=CC=C12,m_276010____17282136____17278706____17280376_S0_T0,-13.0
398,18071,CC1=CC=CC2=C3N[NH+]=C(NNC(=O)C4=C5C(Cl)=CNC5=CC=C4)N=C3N=C12,s_22____21212362____21290808_S0_T2,-12.1
399,65665,CC[C@@H]([NH2+]CC1=CC(=O)OC2=C1C1=CC=CC=C1C=C2)C1=CC=CC2=CC=CC=C12,s_44____13037240____69202_S1_T0,-11.8
400,27457,O=C1C2=CC=CC=C2C2=CC=C(C=C12)C1=CC=C2NC(=O)C(=CC2=C1)C#N,s_271570____21604518____17666196_S0_T0,-12.0
401,6772,O=C1C2=CC=CC=C2N(CC2=NC(CC3=NN=C(N3)C3=CC=CC=C3)=NO2)C2=CC=CC=C12,m_270196____8770508____8775418_S0_T0,-12.3
402,31951,CC1=NN=C2NC=C(NC(=O)C3=CC=C(C=C3Cl)N3N=CC4=CC=CC=C34)C=C12,s_527____1723588____9397284_S0_T0,-12.0
403,85954,O=C(CC1=CC=CC2=C1NC1=C2C=CC=C1)NN=C1NC2=CC=CC=C2C=C1,m_527____8331878____16911048_S0_T0,-11.7
404,21660,O=S(=O)(NC1=CC=C2CCC3=C2C1=CC=C3)C1=CC2=C(OC3=C2C=CC=C3)C=C1,s_20____1307256____606794_S0_T0,-12.1
405,92505,CN(CC1=CC2=CC=CC=C2C=C1)C(=O)C1=CC(=CC=C1)N1C=C(N=N1)C1=NN(C)C=C1C,m_274860____15219402____17196388____17180044_S0_T0,-11.7
406,36674,FC1=CC2=CC=CC=C2C(=C1)C(=O)N1CC(C1)N1C=C(N=N1)C1=CC2=CC=CC=C2N=C1,m_276010____17281746____17248378____13624426_S0_T0,-11.9
407,59030,O=C(NC1=CC=C2NN=NC2=C1)C1=CC=CC(NC2=NC3=CC=CC=C3C(=O)N2)=C1,s_22____6671700____21060352_S0_T5,-11.8
408,45215,C[C@@H](NC(=O)C1=CC2=C(N1)C=CC1=C2C=CC=C1)C1=CC=C2NC(=O)OC2=C1,s_527____12524134____467466_S1_T1,-11.9
409,80244,O=C(CC1=CC=CC2=CC=CC=C12)NC1=CC=C2N=CNC(=O)C2=C1,s_11____14753804____53471_S0_T1,-11.8
410,26913,O=C(NC1=NC=CC2=CC=CC=C12)C1=CC=C2NC(=O)NC2=C1,s_527____10803844____581954_S0_T0,-12.0
411,49077,FC1=CC=C2C(NC(=O)C=C2C2=NC(=NO2)C2=CC=C3NC(=O)NC3=C2)=C1,m_270196____8770766____10903744_S0_T0,-11.9
412,83473,O=C(CC1=COC2=C1C1=C(C=CC=C1)C=C2)NC1=NC2=CN=CC=C2S1,s_11____14999812____54740_S0_T0,-11.7
413,39903,O=C(N1CCC2(C1)CC1=CC=CC=C1C2)C1=CC=NNC1=O,m_22____16946748____20854896_S0_T1,-11.9
414,17063,O=C(N1C[C@H](CO1)N1C=C(N=N1)C1=CNN=C1)C1=CC=C(O1)C1=CC=CC2=CC=CC=C12,m_276010____17282084____17250320____17280452_S0_T0,-12.1
415,76090,OC1=C(C(=O)NC2=CC(NC(=O)CC3=CN=C4C=CC=NN34)=CC=C2)C2=CC=CC=C2C=C1,m_275592____18961462____18923546____15863274_S0_T0,-11.8
416,43486,CN(C(=O)C1=CC2=C(O1)C=CC1=C2C=CC=C1)C1=CC2=CC=CC=C2C=C1,s_11____53121____12211498_S0_T0,-11.9
417,38430,O=C1NC2=CC(=CC=C2C=C1)C1=CC2=C(OC3=C2C=CC=C3)C=C1,s_271570____11830256____21751672_S0_T0,-11.9
418,31280,OC1=CNC(=O)N1C1=C(F)C(=CC=C1)C1=NC(=NO1)[C@H]1CCCC2=CC=CC=C12,m_265764____8633570____19656934_S1_T0,-12.0
419,44190,CC1=C(C(=O)NC2=CC(NC(=O)C3=CC4=CC=CC=C4N=C3)=CC=C2)C2=CC=CC=C2N=C1,m_275592____18961462____14140812____15862110_S0_T0,-11.9
420,25462,CC1=CC=C2N=C(NC2=N1)C1=CC=CC(NC(=O)C2=C3C(Cl)=CC=CC3=CC=C2)=C1,m_22____12527498____20853486_S0_T2,-12.0
421,80695,CC1=CC2=CC=CN=C2C(NC(=O)NCC2=CC=CC(OC3=CC=CC4=CC=CC=C34)=C2)=C1,s_2430____15143472____9982990_S0_T0,-11.8
422,25842,CC1=C(C)C2=NC=C(C=C2C=C1)C1=C2C(Cl)=CC=CC2=CC=C1,s_271570____19129460____21750808_S0_T0,-12.0
423,4213,CC1=CC2=CC(=CC=C2C=N1)C(=O)N1CC(F)(C1)C1=CN(N=N1)C1=CC=CC2=NC=CC=C12,m_276010____17281736____17278046____17281192_S0_T0,-12.4
424,6776,O=C(NC1=CC=CC(NC(=O)C2=C3NC4=CC=CC=C4C(=O)C3=CC=C2)=C1)C1=NNN=C1,m_275592____18961462____14141778____19054860_S0_T2,-12.3
425,51028,O=C1C=C(C[NH+]2CC[C@@H](C2)C2=CC=CC3=CC=CC=C23)NC(=N1)C1=CC=CC=C1,s_2230____17514944____10909768_S0_T1,-11.9
426,85366,C[C@H]1CCN(C(=O)C2=CC(=NC3=CC=CC=C23)C2=CC=CN=C2)C2=CC=CC=C12,s_11____736866____53677_S1_T0,-11.7
427,62604,O=C(NC1=C2N=CC=CN2N=C1)C1=CC2=C(NC3=C2C=CC=C3)C=N1,m_22____18367172____20065300_S0_T0,-11.8
428,47571,O=C(NC1=NNC2=CC=NC=C12)C1=CC2=C(SC3=C2C=CC=C3)C=C1,s_11____15479240____19892964_S0_T2,-11.9
429,51860,CN(C)C1=NC2=CC(=CC=C2O1)C1=NOC(=N1)C1=CC(=O)NC2=CC=CC=C12,m_270196____8771322____10903732_S0_T0,-11.9
430,54327,CC1=C(C2=CC=CC=C2C=C1)S(=O)(=O)[N-]C1=C2C=C(Br)N=CC2=NN1,m_232682____12365314____12425132_S0_T0,-11.8
431,78949,CC1=CC(O)=NC2=CC=C(NC(=O)C3=C4[N-]N=NC4=CC(F)=C3)C=C12,s_22____12103656____9276256_S0_T1,-11.8
432,31362,CC1(C)CC2=CC=CC(=C2O1)C1=NOC(=N1)C1=CSC2=C(Br)C=CC=C12,m_270196____15608734____16521398_S0_T0,-12.0
433,34754,COC1=NC=CC2=CC(NC(=O)C3=CC=C(O3)C3=CC=CC4=CC=CC=C34)=CC=C12,m_22____10744918____16784258_S0_T0,-12.0
434,30523,C1CCC2=C(C1)C=CC=C2C1=NC(=NO1)C1=CC=CC(=C1)C1=CC=NN1,m_270196____14772452____10684898_S0_T1,-12.0
435,14069,CC1=NC=NN1C1=CC=CC(NC(=O)C2=CC=C3C4=CC=CC=C4C(C)(C)C3=C2)=C1,s_22____19116730____20826180_S0_T0,-12.2
436,46293,CC1=C(C(=O)NC2=CC=CC(NC(=O)C3=CC4=CC=CC=C4N=C3)=C2)C2=CC=CC=C2C=N1,m_275592____18961462____15845584____14134208_S0_T0,-11.9
437,39189,CC1=C(OC2=C1C=CC1=C2C=CC=C1)C(=O)NCC1=CC2=CC=CC(F)=C2N=C1,m_527____15775500____155263_S0_T0,-11.9
438,95872,[O-]C1=C(NC(=O)N1CC1=CNC2=CC=C(F)C=C12)C1=CNC2=CC=CC=C12,m_272104____15273242____13773336_S0_T1,-11.7
439,22832,FC(F)(F)C1=CC=CC(=C1)C1=CC=C2NC(CC3=CC=CC4=CC=CN=C34)=NC(=O)C2=C1,m_708____2162040____238435_S0_T0,-12.1
440,60581,ClC1=CC=C(C=C1C(=O)NC1=NC=CC2=CC=CC=C12)N1C=CNC1=O,s_11____15479198____20775836_S0_T0,-11.8
441,82585,CC1=CC=CC=C1C1=CC=CC(NC(=O)C2=CC=C(C)C3=NC=CC=C23)=C1,s_11____20650828____16472976_S0_T0,-11.7
442,97479,CC1=NC=CN1C1=CC=CC(=N1)N1CCC2=CC(=CC=C12)C1=CC(F)=CC=C1,m_27____6286620____7140534_S0_T0,-11.7
443,50462,CC1=NC2=CC=C(NC(=O)C3=CC(C)=NC4=CC=CC=C34)C=C2C(=O)N1,s_22____15545392____59544_S0_T0,-11.9
444,74820,O=C1N=C(NC2=CC3=CC=CC=C3C=C12)C1=CC2=CC=CC=C2N=C1,m_708____9452536____1159864_S0_T0,-11.8
445,54524,C[C@@H](NC1=NC(NC2=CC=CC=C2)=C2N=CNC2=N1)C1=CC=CC2=CC=CC=C12,s_27____13459174____10803818_S0_T1,-11.8
446,91687,ClC1=C(OCC2=NN=C(O2)C2=CC=CC3=CC=CC=C23)C2=CC=CC=C2C=C1,s_34____12366824____12427746_S0_T0,-11.7
447,56644,CN1C=NC2=C1C(=O)N=C(NCC1=CC=C(C=C1)N1C=NC3=CC=CC=C13)N2,s_27____2307992____15341790_S0_T1,-11.8
448,7235,C[C@@H](NC(=O)C1=C(C)C2=C(O1)C1=C(C=CC=C1)C=C2)C1=NC(=NN1)C1=CC(C)=CC=N1,s_527____9439988____155263_S1_T2,-12.3
449,9424,CC1=NN(N=C1NC(=O)C1=CC2=C(O1)C=CC1=C2C=CC=C1)C1=CC=CN=C1,s_11____15360056____12211498_S0_T0,-12.2
450,64254,C1CN(CCC1N1N=C2C=CC=CC2=N1)C1=NC2=CC=CC=C2N2N=NN=C12,m_27____16517376____13138198_S0_T0,-11.8
451,38285,CC1=NC2=CC=C(F)C=C2C(=C1)C1=NC(=NO1)C1=NC=CC2=CC=C(Br)C=C12,m_270196____13143786____16971472_S0_T0,-11.9
452,53465,CC1=CC=C2NC3=C(CN(CC3)C(=O)C3=CC4=C(N3)C=CC3=C4C=CC=C3)C2=C1,s_527____11985388____467466_S0_T0,-11.9
453,13564,O=C(N1CC(C1)C1=NN=C2C=NC=CN12)C1=CC2=C(N1)C=CC1=C2C=CC=C1,m_22____20843784____508498_S0_T0,-12.2
454,48045,CC1=C(C)C2=NC=CC=C2C(=C1)C1=NOC(=N1)C1=C2C=C(F)C=CC2=NC(O)=C1,m_270196____17653406____10903752_S0_T1,-11.9
455,91848,O=C1NC=C(C2=NOC(=N2)C2=CN=CC3=CN=CC=C23)C2=CC=CC=C12,m_270196____12311930____17833786_S0_T1,-11.7
456,53676,FC1=CC=CC2=CC(NC(=O)C3=CC=CC(=C3)C3=NC4=CC=CC=C4O3)=CN=C12,s_22____11975618____15705834_S0_T0,-11.9
457,14101,FC1=CC2=[NH+]C=CC(N[C@H]3CCC4=CC=CC5=CC=CC3=C45)=C2C=C1,m_27____13075046____4862368_S1_T0,-12.2
458,12529,CC1=CC(=CC(C)=C1)C1=NN=C(NC(=O)C2=C3N=C4C=CC=CC4=C(O)C3=CC=C2)S1,s_527____4971070____9406322_S0_T0,-12.2
459,94535,NC1=NC2=CC=CC=C2C(=C1)C1=NOC(=N1)C1=CC2=C(NC(=O)CO2)C=N1,m_270196____13259904____19645898_S0_T0,-11.7
460,16092,C1CN(C[C@H]1C1=CC=CC2=CC=CC=C12)C1=CC2=C(N=N1)C1=CC=CC=C1OC2,s_27____17514932____12297350_S0_T0,-12.1
461,93570,CC1=C(OC2=CC=C(C=C12)C1=CC=NC2=CC=CC=C12)C(N)=O,s_271570____10145276____21749004_S0_T0,-11.7
462,90450,CC1=CC2=CC=CC=C2C(NS(=O)(=O)C2=CC3=CC=CN=C3C=C2)=C1,m_20____10687520____5503364_S0_T0,-11.7
463,45362,CC1=NC=CN1C1=CC=C(NC(=O)C2=CSC(=N2)C2=CC=CC3=CC=CC=C23)C=N1,s_527____796284____8366194_S0_T0,-11.9
464,31317,CN(C1=CC=CC2=CC=CN=C12)S(=O)(=O)C1=CC2=C(OC3=C2C=CC=C3)C=C1,m_232682____9736530____3005462_S0_T0,-12.0
465,43929,O=C(NCC1=CC=CC(NC(=O)C2=C3NC4=CC=CC=C4C(=O)C3=CC=C2)=C1)C1=C[N-]N=N1,m_275592____20495474____14141778____19054860_S0_T5,-11.9
466,17443,O=C1C=C(C2=NC(=NO2)C2=CC=CC3=CC=CC=C23)C2=CC=CNC2=N1,m_270196____8769816____15477860_S0_T1,-12.1
467,27456,CN1C(\C=C/C2=NC(=NO2)C2=CC=CC3=CC=CC=C23)=CC2=CC=CC=C12,s_265764____4558042____17800590_S1_T0,-12.0
468,90805,CCC1=CN=C2NC=C(C=C12)C1=CC2=C(C=C1)C=CC1=C2C=CC=C1,m_271570____15409766____21749638_S0_T0,-11.7
469,10620,CC1=CC=CC=C1C1=CC=CC(NC(=O)C2=C3C=CC=CC3=CC(Cl)=C2)=C1,m_11____20650828____12054168_S0_T0,-12.2
470,43183,O=C(CCC1=C2C=CC=CC2=CC2=CC=CC=C12)NNC1=NN2C=NN=C2C=C1,s_22____21212492____20853652_S0_T1,-11.9
471,31015,CC1=CC(C)=C2C(=O)NC(SCC3=NN=C(O3)C3=CC=CC4=CC=CC=C34)=NC2=N1,s_34____35530____12427746_S0_T0,-12.0
472,38620,CC1=NN(C=C1)C1=CC=NC(=N1)C1=NC(=NO1)C1=NC=CC2=C1CCCC2,m_270196____13143778____16890116_S0_T0,-11.9
473,41043,CC1=NN=C(N1)C1=CC=CC(=C1)N1C([O-])=C2CC3=CC=C(F)C=C3N2C1=O,m_272212____9426924____17841438_S0_T3,-11.9
474,43663,CC1=C(NC(=O)C2=N[N-]C3=C2C(=O)N=CN3)C2=NC=CC=C2C=C1,m_22____20973182____14260698_S0_T1,-11.9
475,24748,CN1N=C2C=CC=CC2=C1C1=NOC(=N1)C1=CC2=NC(C)=C(C)N=C2C=C1,m_270196____9456464____8774568_S0_T0,-12.0
476,10133,CC1=CC2=CC=C(N=C2C=C1)C(=O)OCC1=CC(=O)OC2=C1C1=CC=CC=C1C=C2,s_1458____10550018____480468_S0_T0,-12.2
